Mod:Item:MetaData, Localized Name
ferdinandsflowers:block_cff_flowers:12, Yellow Daffodil
ferdinandsflowers:block_cff_flowers:13, White Daffodil
ferdinandsflowers:block_cff_flowers:14, Dahlia
ferdinandsflowers:block_cff_flowers:15, Forget Me Not
ferdinandsflowers:block_cff_flowersb:0, Violet
ferdinandsflowers:block_cff_flowersb:1, Day Lily
ferdinandsflowers:block_cff_flowersb:2, Another Day Lily
ferdinandsflowers:block_cff_flowersb:3, Echinacea
ferdinandsflowers:block_cff_flowersb:4, Orange Freesia
ferdinandsflowers:block_cff_flowersb:5, Red Freesia
ferdinandsflowers:block_cff_flowersb:6, Yellow Freesia
ferdinandsflowers:block_cff_flowersb:7, Grape Hyacinth
ferdinandsflowers:block_cff_flowersb:8, Lily of the Valley
ferdinandsflowers:block_cff_flowersb:9, Orange Lupin
ferdinandsflowers:block_cff_flowersb:10, Purple Lupin
ferdinandsflowers:block_cff_flowersb:11, Yellow Lupin
ferdinandsflowers:block_cff_flowersb:12, Narcissus
ferdinandsflowers:block_cff_flowersb:13, Nasturtium
ferdinandsflowers:block_cff_flowersb:14, Pansy
ferdinandsflowers:block_cff_flowersb:15, Wolf's Bane
ferdinandsflowers:block_cff_flowersc:0, Lewisia
ferdinandsflowers:block_cff_flowersc:1, Sticky Monkey
ferdinandsflowers:block_cff_flowersc:2, Pitcher Plant
ferdinandsflowers:block_cff_flowersc:3, Pink Petticoat
ferdinandsflowers:block_cff_flowersc:4, Bird's Eye Gilia
ferdinandsflowers:block_cff_flowersc:5, Borage
ferdinandsflowers:block_cff_flowersc:6, Royal Blue Lobelia
ferdinandsflowers:block_cff_flowersc:7, Corydalis
ferdinandsflowers:block_cff_flowersc:8, Red Clover
ferdinandsflowers:block_cff_flowersc:9, Pink Clover
ferdinandsflowers:block_cff_flowersc:10, Magenta Clover
ferdinandsflowers:block_cff_flowersc:11, Pink Geranium
ferdinandsflowers:block_cff_flowersc:12, Light Pink Geranium
ferdinandsflowers:block_cff_flowersc:13, Red Geranium
ferdinandsflowers:block_cff_flowersc:14, Perriwinkle
ferdinandsflowers:block_cff_flowersc:15, Another Perriwinkle
ferdinandsflowers:block_cff_flowersd:0, Maroon Mallow
ferdinandsflowers:block_cff_flowersd:1, Parrot Flower
ferdinandsflowers:block_cff_flowersd:2, Red Poppy
ferdinandsflowers:block_cff_flowersd:3, Cosmos Mix
ferdinandsflowers:block_cff_flowersd:4, Orange Cosmos
ferdinandsflowers:block_cff_flowersd:5, Yellow Cosmos
ferdinandsflowers:block_cff_flowersd:6, Calla Lily
ferdinandsflowers:block_cff_flowersd:7, Chrysanthemum
ferdinandsflowers:block_cff_flowersd:8, Orchid
ferdinandsflowers:block_cff_flowersd:9, Salvia
ferdinandsflowers:block_cff_doubles:0, Tall Cosmos
ferdinandsflowers:block_cff_doubles:1, Larkspur
ferdinandsflowers:block_cff_doubles:2, Iris
ferdinandsflowers:block_cff_doubles:3, Manzanita Bush
ferdinandsflowers:block_cff_doubles:4, Gloriosa Lily
ferdinandsflowers:block_cff_doubles:5, Tall Lupin
ferdinandsflowers:block_cff_doublesb:0, Tall Calla Lily
ferdinandsflowers:block_cff_doublesb:1, Mendocino Poppy
ferdinandsflowers:block_cff_doublesb:2, Ornamental Cherry
ferdinandsflowers:block_cff_doublesb:3, Hawthorne
ferdinandsflowers:block_cff_doublesb:4, Quince
ferdinandsflowers:block_cff_doublesb:5, Crimson Gladiola
ferdinandsflowers:block_cff_doublesc:0, Gladiola
ferdinandsflowers:block_cff_doublesc:1, Peach Gladiola
ferdinandsflowers:block_cff_doublesc:2, Orange Gladiola
ferdinandsflowers:block_cff_doublesc:3, Tall Orange Cosmos
ferdinandsflowers:block_cff_doublesc:4, Datura
ferdinandsflowers:block_cff_doublesc:5, Himalayan Blue Poppy
ferdinandsflowers:block_cff_desert:0, Albuca Namaquensis
ferdinandsflowers:block_cff_desert:1, Desert Sturt Pea
ferdinandsflowers:block_cff_desert:2, Tumble Weed
ferdinandsflowers:block_cff_desert:3, Yellows
ferdinandsflowers:block_cff_desert:4, Australian Flame Pea
ferdinandsflowers:block_cff_desert:5, Orange Australian Flame Pea
ferdinandsflowers:block_cff_desert:6, Desert Sand Verbena
ferdinandsflowers:block_cff_desert:7, Pink Desert Sand Verbena
ferdinandsflowers:block_cff_desert:8, Australian Cornflower
ferdinandsflowers:block_cff_desert:9, Purple Flag
ferdinandsflowers:block_cff_desert:10, Blue Tinsel Lily
ferdinandsflowers:block_cff_desert:11, White Tinsel Flower
ferdinandsflowers:block_cff_desert:12, Desert Paintbrush
ferdinandsflowers:block_cff_desert:13, Owl's Clover
ferdinandsflowers:block_cff_desert:14, Yucca
ferdinandsflowers:block_cff_desert:15, Notch Leaf Scorpion Weed
ferdinandsflowers:block_cff_ouch:0, Cactus
ferdinandsflowers:block_cff_ouch:1, Parodia Muricata
ferdinandsflowers:block_cff_ouch:2, Engelmann's Hedgehog Cactus
ferdinandsflowers:block_cff_doublesd:0, Yucca Flower
ferdinandsflowers:block_cff_doublesd:1, Tall Cactus
ferdinandsflowers:block_cff_doublesd:2, Ocotillo
ferdinandsflowers:block_cff_doublesd:3, Mojave Indigo Bush
ferdinandsflowers:block_cff_doublesd:4, Dry Shrub
ferdinandsflowers:block_cff_doublesd:5, Cape Aloe
ferdinandsflowers:block_cff_dark:0, Venus Fly Trap
ferdinandsflowers:block_cff_dark:1, Darkosto Traposto
ferdinandsflowers:block_stone_light, Stone Light
ferdinandsflowers:block_cobble_light, Cobblestone Light
ferdinandsflowers:block_dirt_light, Dirt Light
ferdinandsflowers:block_log_light, Oak Log Light
ferdinandsflowers:block_plank_light, Oak Plank Light
ferdinandsflowers:block_sand_light, Sand Light
ferdinandsflowers:block_gravel_light, Gravel Light
ferdinandsflowers:block_stonebrick_light, Stone Brick Light
ferdinandsflowers:block_metal_light, Iron Block Light
ferdinandsflowers:block_birthday, Birthday Cake
ferdinandsflowers:item_test, I'm Blue
geolosys:ore:0, Hematite
geolosys:ore:1, Limonite
geolosys:ore:2, Malachite
geolosys:ore:3, Azurite
geolosys:ore:4, Cassiterite
geolosys:ore:5, Teallite
geolosys:ore:6, Galena
geolosys:ore:7, Bauxite
geolosys:ore:8, Platinum
geolosys:ore:9, Autunite
geolosys:ore:10, Sphalerite
geolosys:ore_vanilla:0, Coal
geolosys:ore_vanilla:1, Cinnabar
geolosys:ore_vanilla:2, Gold
geolosys:ore_vanilla:3, Lapis Lazuli
geolosys:ore_vanilla:4, Assorted Quartz
geolosys:ore_vanilla:5, Kimberlite
geolosys:ore_sample:0, Hematite Sample
geolosys:ore_sample:1, Limonite Sample
geolosys:ore_sample:2, Malachite Sample
geolosys:ore_sample:3, Azurite Sample
geolosys:ore_sample:4, Cassiterite Sample
geolosys:ore_sample:5, Teallite Sample
geolosys:ore_sample:6, Galena Sample
geolosys:ore_sample:7, Bauxite Sample
geolosys:ore_sample:8, Platinum Sample
geolosys:ore_sample:9, Autunite Sample
geolosys:ore_sample:10, Sphalerite Sample
geolosys:ore_sample_vanilla:0, Coal Sample
geolosys:ore_sample_vanilla:1, Cinnabar Sample
geolosys:ore_sample_vanilla:2, Gold Sample
geolosys:ore_sample_vanilla:3, Lapis Lazuli Sample
geolosys:ore_sample_vanilla:4, Assorted Quartz Sample
geolosys:ore_sample_vanilla:5, Kimberlite Sample
geolosys:cluster:0, Iron Cluster
geolosys:cluster:1, Gold Cluster
geolosys:cluster:2, Copper Cluster
geolosys:cluster:3, Tin Cluster
geolosys:cluster:4, Silver Cluster
geolosys:cluster:5, Lead Cluster
geolosys:cluster:6, Aluminum Cluster
geolosys:cluster:7, Nickel Cluster
geolosys:cluster:8, Platinum Cluster
geolosys:cluster:9, Uranium Cluster
geolosys:cluster:10, Zinc Cluster
geolosys:cluster:11, Yellorium Cluster
geolosys:cluster:12, Osmium Cluster
geolosys:field_manual, item.geolosys.field_manual.name
improvedbackpacks:backpack, Backpack
improvedbackpacks:bound_leather, Bound Leather
improvedbackpacks:tanned_leather, Tanned Leather
improvedbackpacks:blank_upgrade, Blank Upgrade
improvedbackpacks:upgrade:0, Storage Upgrade (Wood)
improvedbackpacks:upgrade:1, Storage Upgrade (Stone)
improvedbackpacks:upgrade:2, Storage Upgrade (Iron)
improvedbackpacks:upgrade:3, Storage Upgrade (Gold)
improvedbackpacks:upgrade:4, Storage Upgrade (Diamond)
jarm:oak_raft, Oak Log Raft
jarm:spruce_raft, Spruce Log Raft
jarm:birch_raft, Birch Log Raft
jarm:jungle_raft, Jungle Log Raft
jarm:acacia_raft, Acacia Log Raft
jarm:dark_oak_raft, Dark Oak Log Raft
jaff:tank, Fish Tank
jaff:fish_bucket_cod, Bucket with Cod
jaff:fish_bucket_salmon, Bucket with Salmon
jaff:fish_bucket_clownfish, Bucket with Clownfish
jaff:fish_bucket_pufferfish, Bucket with Pufferfish
jaff:iron_hook, Iron Fish Hook
jaff:fish_bones, Fish Bones
jaff:wooden_fishing_rod, Wooden Fishing Rod
jaff:iron_fishing_rod, Iron Fishing Rod
jaff:golden_fishing_rod, Gold Fishing Rod
jaff:diamond_fishing_rod, Diamond Fishing Rod
mundaneredstone:redstone_ore, Redstone Ore
quantumstorage:quantum_tank, Quantum Tank
quantumstorage:quantum_barrel, Quantum Barrel
quantumstorage:crater, Crating Machine
quantumstorage:chest_iron, Iron Storage Crate
quantumstorage:chest_gold, Gold Storage Crate
quantumstorage:chest_diamond, Diamond Storage Crate
quantumstorage:quantum_storage_unit, Quantum Storage Unit
quantumstorage:quantumcrafter, Quantum Crafter
quantumstorage:trashcan, Trash Can
quantumstorage:trashcanfluid, Fluid Trash Can
quantumstorage:quantumstoragedisk, Quantum Storage Disk
quantumstorage:quantumstoragediskfluid, Quantum Fluid Disk
rebornstorage:storagecell:0, 256k Storage Disk
rebornstorage:storagecell:1, 1024k Storage Disk
rebornstorage:storagecell:2, 4096k Storage Disk
rebornstorage:storagecell:3, 16384k Storage Disk
rebornstorage:storagecellfluid:0, 1024k Fluid Storage Disk
rebornstorage:storagecellfluid:1, 4096k Fluid Storage Disk
rebornstorage:storagecellfluid:2, 16384k Fluid Storage Disk
rebornstorage:storagecellfluid:3, 32768k Fluid Storage Disk
rebornstorage:storagepart:0, 256k Storage Part
rebornstorage:storagepart:1, 1024k Storage Part
rebornstorage:storagepart:2, 4096k Storage Part
rebornstorage:storagepart:3, 16384k Storage Part
rebornstorage:storagepart:4, 1024k Fluid Storage Part
rebornstorage:storagepart:5, 4096k Fluid Storage Part
rebornstorage:storagepart:6, 16384k Fluid Storage Part
rebornstorage:storagepart:7, 32768k Fluid Storage Part
rebornstorage:multicrafter:0, Crafting Frame
rebornstorage:multicrafter:1, Heat Conductor
rebornstorage:multicrafter:2, Crafting CPU
rebornstorage:multicrafter:3, Crafting Storage
reccomplex:block_selector, Block Selector
reccomplex:block_selector_floating, Floating Block Selector
reccomplex:inventory_generation_tag, Inventory Generation Tag
reccomplex:inventory_generation_single_tag, Single Item Generation Tag
reccomplex:inventory_generation_component_tag, Item Generation Component Tag
reccomplex:artifact_generation_tag, Artifact Generation Tag
reccomplex:book_generation_tag, Book Generation Tag
reccomplex:generic_space:0, Space (0 ~ Negative Space)
reccomplex:generic_space:1, Space (1 ~ Natural Air)
reccomplex:generic_space:2, Space (2)
reccomplex:generic_space:3, Space (3)
reccomplex:generic_space:4, Space (4)
reccomplex:generic_space:5, Space (5)
reccomplex:generic_space:6, Space (6)
reccomplex:generic_space:7, Space (7)
reccomplex:generic_space:8, Space (8)
reccomplex:generic_space:9, Space (9)
reccomplex:generic_space:10, Space (10)
reccomplex:generic_space:11, Space (11)
reccomplex:generic_space:12, Space (12)
reccomplex:generic_space:13, Space (13)
reccomplex:generic_space:14, Space (14)
reccomplex:generic_space:15, Space (15)
reccomplex:generic_solid:0, Solid (0 ~ Natural Floor)
reccomplex:generic_solid:1, Solid (1 ~ Barrier)
reccomplex:generic_solid:2, Solid (2)
reccomplex:generic_solid:3, Solid (3)
reccomplex:generic_solid:4, Solid (4)
reccomplex:generic_solid:5, Solid (5)
reccomplex:generic_solid:6, Solid (6)
reccomplex:generic_solid:7, Solid (7)
reccomplex:generic_solid:8, Solid (8)
reccomplex:generic_solid:9, Solid (9)
reccomplex:generic_solid:10, Solid (10)
reccomplex:generic_solid:11, Solid (11)
reccomplex:generic_solid:12, Solid (12)
reccomplex:generic_solid:13, Solid (13)
reccomplex:generic_solid:14, Solid (14)
reccomplex:generic_solid:15, Solid (15)
reccomplex:structure_generator, Structure Generator
reccomplex:maze_generator, Maze Generator
reccomplex:weighted_command_block, tile.spawn_command.name
reccomplex:spawn_script, Script Block
reccomplex:inspector, Inspector
rustic:olive_oil, Olive Oil
rustic:ironberry_juice, Ironberry Juice
rustic:wildberry_juice, Wildberry Juice
rustic:grape_juice, Grape Juice
rustic:apple_juice, Apple Juice
rustic:ale_wort, Ale Wort
rustic:honey, Honey
rustic:stone_pillar, Stone Pillar
rustic:andesite_pillar, Andesite Pillar
rustic:diorite_pillar, Diorite Pillar
rustic:granite_pillar, Granite Pillar
rustic:slate_pillar, Slate Pillar
rustic:chain, Iron Chain
rustic:candle, Candle
rustic:chandelier, Chandelier Ring
rustic:beehive, Beehive
rustic:apiary, Apiary
rustic:slate, Slate
rustic:slate_roof, Slate Roof
rustic:slate_tile, Slate Tile
rustic:slate_brick, Slate Brick
rustic:slate_chiseled, Chiseled Slate
rustic:stairs_slate_roof, Slate Roof Stairs
rustic:slate_roof_slab_item, Slate Roof Slab
rustic:stairs_slate_brick, Slate Brick Stairs
rustic:slate_brick_slab_item, Slate Brick Slab
rustic:chair_oak, Oak Chair
rustic:chair_big_oak, Dark Oak Chair
rustic:chair_birch, Birch Chair
rustic:chair_spruce, Spruce Chair
rustic:chair_acacia, Acacia Chair
rustic:chair_jungle, Jungle Chair
rustic:chair_olive, Olive Wood Chair
rustic:chair_ironwood, Ironwood Chair
rustic:table_oak, Oak Table
rustic:table_big_oak, Dark Oak Table
rustic:table_birch, Birch Table
rustic:table_spruce, Spruce Table
rustic:table_acacia, Acacia Table
rustic:table_jungle, Jungle Table
rustic:table_olive, Olive Wood Table
rustic:table_ironwood, Ironwood Table
rustic:vase, Pot
rustic:barrel, Barrel
rustic:iron_lattice, Iron Lattice
rustic:iron_lantern, Iron Lantern
rustic:painted_wood_white, White Painted Wood
rustic:painted_wood_orange, Orange Painted Wood
rustic:painted_wood_magenta, Magenta Painted Wood
rustic:painted_wood_light_blue, Light Blue Painted Wood
rustic:painted_wood_yellow, Yellow Painted Wood
rustic:painted_wood_lime, Lime Painted Wood
rustic:painted_wood_pink, Pink Painted Wood
rustic:painted_wood_gray, Gray Painted Wood
rustic:painted_wood_silver, Light Gray Painted Wood
rustic:painted_wood_cyan, Cyan Painted Wood
rustic:painted_wood_purple, Purple Painted Wood
rustic:painted_wood_blue, Blue Painted Wood
rustic:painted_wood_brown, Brown Painted Wood
rustic:painted_wood_green, Green Painted Wood
rustic:painted_wood_red, Red Painted Wood
rustic:painted_wood_black, Black Painted Wood
rustic:gargoyle, Gargoyle
rustic:cabinet, Cabinet
rustic:liquid_barrel, Liquid Barrel
rustic:fertile_soil, Fertile Soil
rustic:planks:0, Olive Wood Planks
rustic:planks:1, Ironwood Planks
rustic:log:0, Olive Wood
rustic:log:1, Ironwood
rustic:leaves:0, Olive Leaves
rustic:leaves:1, Ironwood Leaves
rustic:sapling:0, Olive Sapling
rustic:sapling:1, Ironwood Sapling
rustic:crushing_tub, Crushing Tub
rustic:evaporating_basin, Drying Basin
rustic:fence_olive, Olive Wood Fence
rustic:fence_ironwood, Ironwood Fence
rustic:fence_gate_olive, Olive Wood Fence Gate
rustic:fence_gate_ironwood, Ironwood Fence Gate
rustic:olive_slab_item, Olive Wood Slab
rustic:ironwood_slab_item, Ironwood Slab
rustic:stairs_olive, Olive Wood Stairs
rustic:stairs_ironwood, Ironwood Stairs
rustic:condenser, Alchemic Condenser
rustic:retort, Alchemic Retort
rustic:condenser_advanced, Advanced Alchemic Condenser
rustic:retort_advanced, Advanced Alchemic Retort
rustic:crop_stake, Wooden Stake
rustic:wildberry_bush, Wildberry Bush
rustic:rope, Rope
rustic:grape_stem, Grape Seeds
rustic:brewing_barrel, Brewing Barrel
rustic:apple_seeds, Apple Seeds
rustic:sapling_apple, Apple Sapling
rustic:leaves_apple, Apple Leaves
rustic:olive_door, Olive Door
rustic:ironwood_door, Ironwood Door
rustic:aloe_vera, Aloe Vera
rustic:blood_orchid, Blood Orchid
rustic:chamomile, Chamomile
rustic:cohosh, Cohosh
rustic:deathstalk_mushroom, Deathstalk Mushroom
rustic:horsetail, Horsetail
rustic:mooncap_mushroom, Mooncap Mushroom
rustic:wind_thistle, Wind Thistle
rustic:cloudsbluff, Cloudsbluff
rustic:core_root, Core Root
rustic:ginseng, Ginseng Root
rustic:marsh_mallow, Marsh Mallow Root
rustic:book, Almanac
rustic:bee, Bee
rustic:honeycomb, Honeycomb
rustic:beeswax, Beeswax
rustic:tallow, Tallow
rustic:olives, Olives
rustic:ironberries, Ironberries
rustic:fluid_bottle, Bottle of %s
rustic:dust_tiny_iron, Tiny Pile of Iron Dust
rustic:elixir, item.rustic.elixir.name
rustic:tomato, Tomato
rustic:tomato_seeds, Tomato Seeds
rustic:chili_pepper, Chili Pepper
rustic:chili_pepper_seeds, Chili Pepper Seeds
rustic:wildberries, Wildberries
rustic:grapes, Grapes
stevescarts:modularcart:0, Modular cart
stevescarts:modulecomponents:0, Wooden Wheels
stevescarts:modulecomponents:1, Iron Wheels
stevescarts:modulecomponents:2, Red Pigment
stevescarts:modulecomponents:3, Green Pigment
stevescarts:modulecomponents:4, Blue Pigment
stevescarts:modulecomponents:5, Glass o'Magic
stevescarts:modulecomponents:6, Dynamite
stevescarts:modulecomponents:9, Simple PCB
stevescarts:modulecomponents:10, Graphical Interface
stevescarts:modulecomponents:11, Raw Handle
stevescarts:modulecomponents:12, Refined Handle
stevescarts:modulecomponents:13, Speed Handle
stevescarts:modulecomponents:14, Wheel
stevescarts:modulecomponents:15, Saw Blade
stevescarts:modulecomponents:16, Advanced PCB
stevescarts:modulecomponents:17, Wood Cutting Core
stevescarts:modulecomponents:18, Raw Hardener
stevescarts:modulecomponents:19, Refined Hardener
stevescarts:modulecomponents:20, Hardened Mesh
stevescarts:modulecomponents:21, Stabilized Metal
stevescarts:modulecomponents:22, Reinforced Metal
stevescarts:modulecomponents:23, Reinforced Wheels
stevescarts:modulecomponents:24, Pipe
stevescarts:modulecomponents:25, Shooting Station
stevescarts:modulecomponents:26, Entity Scanner
stevescarts:modulecomponents:27, Entity Analyzer
stevescarts:modulecomponents:28, Empty Disk
stevescarts:modulecomponents:29, Tri-torch
stevescarts:modulecomponents:30, Chest Pane
stevescarts:modulecomponents:31, Large Chest Pane
stevescarts:modulecomponents:32, Huge Chest Pane
stevescarts:modulecomponents:33, Chest Lock
stevescarts:modulecomponents:34, Iron Pane
stevescarts:modulecomponents:35, Large Iron Pane
stevescarts:modulecomponents:36, Huge Iron Pane
stevescarts:modulecomponents:37, Dynamic Pane
stevescarts:modulecomponents:38, Large Dynamic Pane
stevescarts:modulecomponents:39, Huge Dynamic Pane
stevescarts:modulecomponents:40, Cleaning Fan
stevescarts:modulecomponents:41, Cleaning Core
stevescarts:modulecomponents:42, Cleaning Tube
stevescarts:modulecomponents:43, Fuse
stevescarts:modulecomponents:44, Upgrade: Solar Panel
stevescarts:modulecomponents:45, Eye of Galgador
stevescarts:modulecomponents:46, Lump of Galgador
stevescarts:modulecomponents:47, Galgadorian Metal
stevescarts:modulecomponents:48, Large Lump of Galgador
stevescarts:modulecomponents:49, Enhanced Galgadorian Metal
stevescarts:modulecomponents:58, Advanced Solar Panel
stevescarts:modulecomponents:59, Blank Upgrade
stevescarts:modulecomponents:60, Tank Valve
stevescarts:modulecomponents:61, Tank Pane
stevescarts:modulecomponents:62, Large Tank Pane
